"","time","acceleration","controllerAcceleration","distance","nodeId","relativeSpeed","speed","controller","headway","runNumber"
"1",22.91,-2.55973e-08,-3.87992e-09,-1,0,0,27.7778,3,0.8,0
"2",22.91,-0.00552093,-0.00467542,37.2847,1,-0.0185012,27.7963,3,0.8,0
"3",22.91,-0.0305753,-0.0269368,37.6204,2,-0.101405,27.8977,3,0.8,0
"4",22.91,-0.0797227,-0.0723332,38.5123,3,-0.266625,28.1643,3,0.8,0
"5",22.91,-0.129059,-0.121409,39.9472,4,-0.430223,28.5946,3,0.8,0
"6",22.91,-0.149646,-0.14626,41.5264,5,-0.48625,29.0808,3,0.8,0
"7",22.91,-0.142166,-0.141834,42.8187,6,-0.430944,29.5117,3,0.8,0
"8",22.91,-0.156049,-0.152028,34.842,7,-0.43575,29.9475,3,0.8,0
"9",23.01,-2.14481e-08,-1.5099e-09,-1,0,0,27.7778,3,0.8,0
"10",23.01,-0.00534501,-0.00443286,37.2829,1,-0.0179586,27.7958,3,0.8,0
"11",23.01,-0.0298312,-0.0261115,37.6104,2,-0.0989307,27.8947,3,0.8,0
"12",23.01,-0.0782553,-0.0709396,38.4859,3,-0.26175,28.1564,3,0.8,0
"13",23.01,-0.127617,-0.120285,39.9044,4,-0.425288,28.5817,3,0.8,0
"14",23.01,-0.148919,-0.14513,41.4779,5,-0.484152,29.0659,3,0.8,0
"15",23.01,-0.142114,-0.14162,42.7756,6,-0.431655,29.4975,3,0.8,0
"16",23.01,-0.155217,-0.151,34.7985,7,-0.434405,29.9319,3,0.8,0
"17",23.11,-1.76602e-08,4.61498e-10,-1,0,0,27.7778,3,0.8,0
"18",23.11,-0.0051579,-0.00419838,37.2811,1,-0.0174343,27.7952,3,0.8,0
"19",23.11,-0.0290709,-0.0252814,37.6006,2,-0.0965137,27.8917,3,0.8,0
"20",23.11,-0.0768519,-0.069864,38.4599,3,-0.256943,28.1487,3,0.8,0
"21",23.11,-0.126092,-0.118389,39.8621,4,-0.420358,28.569,3,0.8,0
"22",23.11,-0.148142,-0.144293,41.4296,5,-0.481981,29.051,3,0.8,0
